18,21,18,10,28,10.0,13.0,29.0,3.0,18.0,28.0,29.0,14.0,28.0,18.0,3.0,10.0,18.0,18.0,18.0,18.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,21,27,12,27,27.0,21.0,12.0,12.0,19.0,12.0,8.0,1.0,1.0,27.0,27.0,27.0,27.0,12.0,12.0,12.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,12,29,21,10.0,14.0,27.0,19.0,11.0,26.0,23.0,5.0,29.0,18.0,21.0,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,8,16,16,0.0,16.0,0.0,16.0,11.0,7.0,16.0,16.0,7.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,12,15,27,12.0,12.0,12.0,27.0,1.0,21.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,29,8,29,14,27.0,1.0,8.0,29.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,15,12,12,19.0,12.0,12.0,21.0,12.0,1.0,12.0,20.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,20,8,11,29,29.0,8.0,20.0,21.0,20.0,29.0,20.0,13.0,13.0,13.0,1.0,13.0,8.0,20.0,20.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,29,8,20,12.0,20.0,13.0,12.0,20.0,21.0,12.0,20.0,8.0,1.0,8.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,27,21,9,21,27.0,22.0,12.0,12.0,4.0,27.0,20.0,27.0,12.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,20,1,20,20.0,1.0,29.0,20.0,8.0,1.0,1.0,29.0,20.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,18,27,1,1,12.0,27.0,8.0,27.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,11,11,0,13.0,16.0,3.0,4.0,25.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,11.0,3.0,26.0,11.0,8.0,16.0,0.0,3.0,0.0,7.0,16.0,23.0,11.0,0.0,0.0,11.0,3.0,11.0,7.0,16.0,11.0,7.0,7.0,11.0,11.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,29,29,8,18,27.0,27.0,18.0,27.0,29.0,1.0,1.0,14.0,18.0,1.0,18.0,1.0,18.0,29.0,1.0,1.0,1.0,29.0,18.0,14.0,27.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,12,21,12,1,27.0,1.0,1.0,27.0,1.0,29.0,1.0,12.0,27.0,27.0,27.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,21,27,27,12.0,12.0,12.0,20.0,12.0,12.0,27.0,3.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,29,13,13,29.0,21.0,13.0,20.0,20.0,20.0,20.0,20.0,15.0,1.0,20.0,20.0,7.0,8.0,13.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,12,27,27,12.0,12.0,27.0,27.0,12.0,20.0,12.0,12.0,1.0,21.0,27.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,10,3,3,0.0,25.0,3.0,0.0,3.0,3.0,11.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,13,13,16,16.0,15.0,11.0,25.0,3.0,25.0,13.0,11.0,13.0,4.0,13.0,13.0,8.0,25.0,10.0,11.0,16.0,7.0,26.0,25.0,15.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28,10,10,28,10.0,13.0,3.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,13,20,20,20,13.0,13.0,29.0,29.0,20.0,1.0,1.0,29.0,29.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,5,5,5,3.0,25.0,5.0,7.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,27,29,27,1,1.0,8.0,18.0,1.0,18.0,8.0,18.0,1.0,18.0,18.0,1.0,29.0,23.0,1.0,1.0,18.0,27.0,27.0,27.0,18.0,27.0,27.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,13,17,13,13.0,11.0,20.0,13.0,7.0,25.0,13.0,29.0,20.0,25.0,25.0,13.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,21,12,12,12.0,1.0,12.0,12.0,1.0,12.0,1.0,13.0,20.0,20.0,12.0,20.0,27.0,12.0,1.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,11,4,7,11.0,11.0,16.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,12,12,1,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,27,27,1,1,1.0,12.0,12.0,12.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,8,29,8,8.0,13.0,25.0,8.0,13.0,8.0,12.0,29.0,13.0,20.0,11.0,10.0,1.0,8.0,8.0,27.0,27.0,29.0,29.0,13.0,10.0,20.0,13.0,8.0,21.0,20.0,13.0,20.0,29.0,29.0,13.0,13.0,29.0,13.0,13.0,29.0,29.0,29.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,27,1,8,29,8.0,18.0,23.0,18.0,27.0,18.0,6.0,1.0,1.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16,16,23,11,11.0,11.0,5.0,26.0,16.0,10.0,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,16,11,11,2.0,11.0,7.0,28.0,7.0,15.0,2.0,15.0,22.0,25.0,16.0,25.0,23.0,13.0,15.0,25.0,25.0,11.0,26.0,13.0,11.0,25.0,13.0,4.0,4.0,3.0,25.0,3.0,28.0,7.0,3.0,26.0,13.0,11.0,16.0,16.0,11.0,16.0,23.0,18.0,11.0,10.0,10.0,11.0,10.0,13.0,13.0,8.0,13.0,18.0,13.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,22,6,22,17,8.0,23.0,2.0,22.0,6.0,22.0,22.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,26,16,16,3,26.0,16.0,7.0,0.0,25.0,16.0,16.0,16.0,16.0,11.0,7.0,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,29,29,20,8.0,20.0,29.0,13.0,20.0,1.0,13.0,13.0,29.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,12,21,1,8.0,1.0,20.0,1.0,21.0,20.0,1.0,12.0,20.0,20.0,12.0,20.0,1.0,21.0,21.0,27.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,12,11,21,8,27.0,1.0,12.0,12.0,27.0,27.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,12,12,1,1.0,12.0,12.0,27.0,27.0,12.0,1.0,12.0,12.0,21.0,27.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,29,20,11,8.0,13.0,29.0,27.0,8.0,11.0,18.0,1.0,18.0,0.0,16.0,3.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,13,21,29,0.0,29.0,13.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25,17,13,15,13.0,13.0,13.0,20.0,11.0,13.0,15.0,11.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21,13,13,21,20.0,13.0,29.0,20.0,20.0,11.0,20.0,18.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,11,29,8,1.0,27.0,14.0,27.0,1.0,18.0,1.0,1.0,29.0,14.0,14.0,18.0,18.0,18.0,1.0,18.0,1.0,18.0,29.0,14.0,18.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,13,13,13,20.0,11.0,8.0,29.0,29.0,8.0,29.0,13.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,25,15,13,7,13.0,13.0,25.0,13.0,20.0,13.0,8.0,29.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29,27,27,27,12.0,12.0,12.0,12.0,27.0,1.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,1,21,14,5.0,1.0,21.0,27.0,1.0,29.0,21.0,1.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,17,12,5,7,21.0,21.0,20.0,12.0,29.0,20.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,12,20,27,21.0,1.0,1.0,12.0,1.0,27.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,26,16,16,11.0,26.0,11.0,16.0,16.0,11.0,11.0,11.0,13.0,7.0,13.0,11.0,7.0,3.0,18.0,13.0,16.0,10.0,10.0,10.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,20,29,8,20.0,25.0,20.0,13.0,29.0,21.0,29.0,16.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,1,13,1,13.0,1.0,29.0,13.0,29.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,3,20,11,13.0,8.0,7.0,20.0,20.0,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7,11,10,16,11.0,0.0,0.0,11.0,7.0,7.0,11.0,7.0,3.0,16.0,11.0,26.0,0.0,16.0,0.0,25.0,26.0,4.0,11.0,10.0,11.0,26.0,0.0,18.0,4.0,26.0,2.0,7.0,16.0,16.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,23,18,18.0,1.0,10.0,18.0,29.0,29.0,1.0,29.0,29.0,14.0,18.0,18.0,29.0,1.0,27.0,29.0,10.0,29.0,29.0,27.0,1.0,1.0,14.0,29.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,27,21,5,10.0,26.0,21.0,18.0,11.0,8.0,27.0,8.0,11.0,21.0,13.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,11,11,11,11.0,11.0,16.0,11.0,16.0,11.0,28.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,27,12,12,12.0,12.0,27.0,12.0,12.0,21.0,12.0,12.0,22.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
